Wafer_ID,Stage_Name,Stage_Index,Reference_Image,Search_Image,Incremental_dX_nm,Incremental_dY_nm,Incremental_dTheta_deg,Cumulative_dX_nm,Cumulative_dY_nm,Cumulative_dTheta_deg,CD_Bias_nm,Overlay_Error_nm,Local_Pattern_Density,True_Center_X_px,True_Center_Y_px,Defocus_Sigma_px,Defect_Count,Drift_Magnitude_nm,Drift_Risk_Label
WF-064,03_CMP,3,000_golden_reference.png,WF-064_Stage3_03_CMP.png,-6.23,3.162,-0.0173,-1.089,1.477,-0.0001,-0.783,1.835,0.407,500.11,499.85,0.681,0,1.835,NORMAL
WF-064,04_Metal1,4,000_golden_reference.png,WF-064_Stage4_04_Metal1.png,-4.443,-3.113,0.0148,-5.531,-1.636,0.0147,-0.286,5.768,0.5,500.55,500.16,1.012,0,5.768,NORMAL
WF-065,01_Lithography,1,000_golden_reference.png,WF-065_Stage1_01_Lithography.png,10.812,-6.949,0.0143,10.812,-6.949,0.0143,0.0,12.852,0.5,498.92,500.69,0.483,1,12.852,NORMAL
WF-065,02_Etch,2,000_golden_reference.png,WF-065_Stage2_02_Etch.png,21.473,14.86,0.045,32.284,7.911,0.0594,-0.94,33.239,0.401,496.77,499.21,0.72,0,33.239,NORMAL
WF-065,03_CMP,3,000_golden_reference.png,WF-065_Stage3_03_CMP.png,33.865,12.567,0.0309,66.15,20.478,0.0903,-0.708,69.247,0.42,493.39,497.95,0.858,0,69.247,CRITICAL_DRIFT
WF-065,04_Metal1,4,000_golden_reference.png,WF-065_Stage4_04_Metal1.png,23.71,19.123,0.0405,89.86,39.601,0.1307,-0.376,98.199,0.5,491.01,496.04,1.045,0,98.199,CRITICAL_DRIFT
WF-066,01_Lithography,1,000_golden_reference.png,WF-066_Stage1_01_Lithography.png,2.574,6.422,-0.001,2.574,6.422,-0.001,0.0,6.919,0.5,499.74,499.36,0.697,0,6.919,NORMAL
WF-066,02_Etch,2,000_golden_reference.png,WF-066_Stage2_02_Etch.png,8.116,2.238,-0.0156,10.69,8.66,-0.0166,-1.203,13.758,0.41,498.93,499.13,0.587,0,13.758,NORMAL
WF-066,03_CMP,3,000_golden_reference.png,WF-066_Stage3_03_CMP.png,11.799,-6.219,0.0113,22.489,2.441,-0.0053,-0.909,22.621,0.405,497.75,499.76,0.686,0,22.621,NORMAL
WF-066,04_Metal1,4,000_golden_reference.png,WF-066_Stage4_04_Metal1.png,2.472,1.245,0.0186,24.961,3.686,0.0133,-0.573,25.232,0.5,497.5,499.63,1.273,0,25.232,NORMAL
WF-067,01_Lithography,1,000_golden_reference.png,WF-067_Stage1_01_Lithography.png,-0.164,5.35,-0.0004,-0.164,5.35,-0.0004,0.0,5.352,0.5,500.02,499.47,0.235,0,5.352,NORMAL
WF-067,02_Etch,2,000_golden_reference.png,WF-067_Stage2_02_Etch.png,11.013,-5.677,-0.0168,10.849,-0.327,-0.0172,-1.287,10.854,0.423,498.92,500.03,1.103,2,10.854,NORMAL
WF-067,03_CMP,3,000_golden_reference.png,WF-067_Stage3_03_CMP.png,-7.555,-2.05,0.0053,3.294,-2.377,-0.0118,-1.248,4.062,0.401,499.67,500.24,0.344,0,4.062,NORMAL
WF-067,04_Metal1,4,000_golden_reference.png,WF-067_Stage4_04_Metal1.png,-1.846,10.903,0.0012,1.448,8.526,-0.0106,-0.676,8.648,0.5,499.86,499.15,0.545,0,8.648,NORMAL
WF-068,01_Lithography,1,000_golden_reference.png,WF-068_Stage1_01_Lithography.png,-6.818,5.632,0.0141,-6.818,5.632,0.0141,0.0,8.843,0.5,500.68,499.44,0.56,0,8.843,NORMAL
WF-068,02_Etch,2,000_golden_reference.png,WF-068_Stage2_02_Etch.png,5.32,6.841,0.0088,-1.498,12.473,0.0229,-0.972,12.563,0.398,500.15,498.75,0.641,0,12.563,NORMAL
WF-068,03_CMP,3,000_golden_reference.png,WF-068_Stage3_03_CMP.png,0.934,-2.887,-0.0064,-0.564,9.586,0.0165,-1.009,9.603,0.406,500.06,499.04,0.488,0,9.603,NORMAL
WF-068,04_Metal1,4,000_golden_reference.png,WF-068_Stage4_04_Metal1.png,0.152,-5.288,-0.0029,-0.412,4.298,0.0136,-0.31,4.317,0.5,500.04,499.57,0.878,0,4.317,NORMAL
WF-069,01_Lithography,1,000_golden_reference.png,WF-069_Stage1_01_Lithography.png,-5.642,9.614,-0.0173,-5.642,9.614,-0.0173,0.0,11.147,0.5,500.56,499.04,0.47,0,11.147,NORMAL
WF-069,02_Etch,2,000_golden_reference.png,WF-069_Stage2_02_Etch.png,9.299,-5.322,-0.0161,3.657,4.292,-0.0335,-1.391,5.639,0.407,499.63,499.57,0.722,0,5.639,NORMAL
WF-069,03_CMP,3,000_golden_reference.png,WF-069_Stage3_03_CMP.png,8.859,3.015,0.0035,12.516,7.307,-0.03,-1.342,14.493,0.407,498.75,499.27,0.953,0,14.493,NORMAL
WF-069,04_Metal1,4,000_golden_reference.png,WF-069_Stage4_04_Metal1.png,-1.748,-4.8,-0.0059,10.768,2.507,-0.0358,-0.643,11.056,0.5,498.92,499.75,0.951,0,11.056,NORMAL
WF-070,01_Lithography,1,000_golden_reference.png,WF-070_Stage1_01_Lithography.png,10.098,5.979,0.0187,10.098,5.979,0.0187,0.0,11.735,0.5,498.99,499.4,0.446,0,11.735,NORMAL
WF-070,02_Etch,2,000_golden_reference.png,WF-070_Stage2_02_Etch.png,4.209,-0.67,0.0031,14.307,5.309,0.0219,-0.97,15.26,0.407,498.57,499.47,0.595,0,15.26,NORMAL
WF-070,03_CMP,3,000_golden_reference.png,WF-070_Stage3_03_CMP.png,5.448,-2.964,-0.0157,19.755,2.345,0.0062,-0.694,19.894,0.414,498.02,499.77,0.983,0,19.894,NORMAL
WF-070,04_Metal1,4,000_golden_reference.png,WF-070_Stage4_04_Metal1.png,-0.914,6.727,0.003,18.842,9.072,0.0091,0.09,20.912,0.5,498.12,499.09,1.323,0,20.912,NORMAL
WF-071,01_Lithography,1,000_golden_reference.png,WF-071_Stage1_01_Lithography.png,12.44,7.732,0.0045,12.44,7.732,0.0045,0.0,14.647,0.5,498.76,499.23,0.469,0,14.647,NORMAL
WF-071,02_Etch,2,000_golden_reference.png,WF-071_Stage2_02_Etch.png,5.139,-6.527,0.0172,17.579,1.204,0.0217,-1.464,17.621,0.406,498.24,499.88,0.724,0,17.621,NORMAL
WF-071,03_CMP,3,000_golden_reference.png,WF-071_Stage3_03_CMP.png,-3.116,-3.753,0.0081,14.463,-2.548,0.0298,-1.616,14.686,0.412,498.55,500.25,0.815,1,14.686,NORMAL
WF-071,04_Metal1,4,000_golden_reference.png,WF-071_Stage4_04_Metal1.png,-1.524,-6.89,0.0148,12.939,-9.438,0.0446,-0.977,16.016,0.5,498.71,500.94,0.962,1,16.016,NORMAL
WF-072,01_Lithography,1,000_golden_reference.png,WF-072_Stage1_01_Lithography.png,-5.879,4.397,-0.0188,-5.879,4.397,-0.0188,0.0,7.341,0.5,500.59,499.56,0.524,2,7.341,NORMAL
WF-072,02_Etch,2,000_golden_reference.png,WF-072_Stage2_02_Etch.png,7.414,-3.128,-0.0032,1.536,1.269,-0.022,-1.073,1.992,0.413,499.85,499.87,0.768,0,1.992,NORMAL
WF-072,03_CMP,3,000_golden_reference.png,WF-072_Stage3_03_CMP.png,-0.859,5.989,0.0111,0.677,7.258,-0.0109,-1.019,7.29,0.418,499.93,499.27,0.951,1,7.29,NORMAL
WF-072,04_Metal1,4,000_golden_reference.png,WF-072_Stage4_04_Metal1.png,-7.131,-6.053,-0.0137,-6.454,1.205,-0.0246,-0.348,6.566,0.5,500.65,499.88,0.68,0,6.566,NORMAL
WF-073,01_Lithography,1,000_golden_reference.png,WF-073_Stage1_01_Lithography.png,-3.014,4.915,-0.0006,-3.014,4.915,-0.0006,0.0,5.765,0.5,500.3,499.51,0.24,0,5.765,NORMAL
WF-073,02_Etch,2,000_golden_reference.png,WF-073_Stage2_02_Etch.png,0.725,-2.083,0.0102,-2.289,2.832,0.0096,-0.891,3.641,0.399,500.23,499.72,0.454,0,3.641,NORMAL
WF-073,03_CMP,3,000_golden_reference.png,WF-073_Stage3_03_CMP.png,0.458,-1.902,0.0071,-1.831,0.93,0.0168,-0.902,2.053,0.407,500.18,499.91,0.654,0,2.053,NORMAL
WF-073,04_Metal1,4,000_golden_reference.png,WF-073_Stage4_04_Metal1.png,5.677,-6.182,-0.0042,3.846,-5.252,0.0126,-0.242,6.51,0.5,499.62,500.53,1.158,0,6.51,NORMAL
WF-074,01_Lithography,1,000_golden_reference.png,WF-074_Stage1_01_Lithography.png,-2.369,-3.198,-0.0145,-2.369,-3.198,-0.0145,0.0,3.98,0.5,500.24,500.32,0.429,1,3.98,NORMAL
WF-074,02_Etch,2,000_golden_reference.png,WF-074_Stage2_02_Etch.png,24.132,19.219,0.0305,21.764,16.021,0.016,-1.398,27.025,0.405,497.82,498.4,0.868,0,27.025,NORMAL
WF-074,03_CMP,3,000_golden_reference.png,WF-074_Stage3_03_CMP.png,22.217,20.365,0.0722,43.98,36.385,0.0882,-1.397,57.08,0.41,495.6,496.36,1.219,0,57.08,WATCH
WF-074,04_Metal1,4,000_golden_reference.png,WF-074_Stage4_04_Metal1.png,38.001,29.736,0.0343,81.981,66.122,0.1225,-0.58,105.323,0.5,491.8,493.39,1.422,0,105.323,CRITICAL_DRIFT
WF-075,01_Lithography,1,000_golden_reference.png,WF-075_Stage1_01_Lithography.png,-8.588,9.581,0.0145,-8.588,9.581,0.0145,0.0,12.866,0.5,500.86,499.04,0.596,0,12.866,NORMAL
WF-075,02_Etch,2,000_golden_reference.png,WF-075_Stage2_02_Etch.png,31.818,24.615,0.0726,23.231,34.196,0.0871,-1.134,41.34,0.403,497.68,496.58,1.056,0,41.34,WATCH
WF-075,03_CMP,3,000_golden_reference.png,WF-075_Stage3_03_CMP.png,20.764,12.459,0.0495,43.995,46.655,0.1365,-0.893,64.126,0.413,495.6,495.33,0.836,0,64.126,WATCH
WF-075,04_Metal1,4,000_golden_reference.png,WF-075_Stage4_04_Metal1.png,32.835,30.305,0.0852,76.83,76.959,0.2217,-0.54,108.745,0.5,492.32,492.3,1.324,2,108.745,CRITICAL_DRIFT
WF-076,01_Lithography,1,000_golden_reference.png,WF-076_Stage1_01_Lithography.png,-3.647,3.6,0.001,-3.647,3.6,0.001,0.0,5.124,0.5,500.36,499.64,0.529,0,5.124,NORMAL
WF-076,02_Etch,2,000_golden_reference.png,WF-076_Stage2_02_Etch.png,-0.293,-1.415,-0.0064,-3.94,2.185,-0.0055,-1.066,4.505,0.412,500.39,499.78,0.685,0,4.505,NORMAL
WF-076,03_CMP,3,000_golden_reference.png,WF-076_Stage3_03_CMP.png,-5.301,2.189,-0.0154,-9.241,4.373,-0.0209,-1.058,10.224,0.411,500.92,499.56,1.25,0,10.224,NORMAL
WF-076,04_Metal1,4,000_golden_reference.png,WF-076_Stage4_04_Metal1.png,10.93,-0.711,0.0091,1.689,3.662,-0.0118,-0.267,4.033,0.5,499.83,499.63,0.637,0,4.033,NORMAL
WF-077,01_Lithography,1,000_golden_reference.png,WF-077_Stage1_01_Lithography.png,-3.802,-4.364,-0.0121,-3.802,-4.364,-0.0121,0.0,5.788,0.5,500.38,500.44,0.501,0,5.788,NORMAL
WF-077,02_Etch,2,000_golden_reference.png,WF-077_Stage2_02_Etch.png,4.253,6.684,0.0062,0.451,2.32,-0.0059,-0.942,2.363,0.415,499.95,499.77,0.764,0,2.363,NORMAL
WF-077,03_CMP,3,000_golden_reference.png,WF-077_Stage3_03_CMP.png,8.003,1.894,0.0102,8.453,4.214,0.0043,-0.734,9.445,0.396,499.15,499.58,1.173,0,9.445,NORMAL
WF-077,04_Metal1,4,000_golden_reference.png,WF-077_Stage4_04_Metal1.png,0.876,9.635,0.0026,9.329,13.849,0.0069,-0.053,16.698,0.5,499.07,498.62,1.204,0,16.698,NORMAL
WF-078,01_Lithography,1,000_golden_reference.png,WF-078_Stage1_01_Lithography.png,10.013,4.29,-0.014,10.013,4.29,-0.014,0.0,10.894,0.5,499.0,499.57,0.375,0,10.894,NORMAL
WF-078,02_Etch,2,000_golden_reference.png,WF-078_Stage2_02_Etch.png,-7.498,0.96,-0.0079,2.516,5.25,-0.0218,-1.02,5.821,0.402,499.75,499.48,0.939,0,5.821,NORMAL
WF-078,03_CMP,3,000_golden_reference.png,WF-078_Stage3_03_CMP.png,-7.764,2.132,-0.0076,-5.248,7.382,-0.0294,-1.058,9.057,0.41,500.52,499.26,0.766,0,9.057,NORMAL
WF-078,04_Metal1,4,000_golden_reference.png,WF-078_Stage4_04_Metal1.png,-7.748,7.971,-0.0169,-12.997,15.352,-0.0464,-0.24,20.115,0.5,501.3,498.46,0.74,0,20.115,NORMAL
WF-079,01_Lithography,1,000_golden_reference.png,WF-079_Stage1_01_Lithography.png,4.53,2.127,-0.0015,4.53,2.127,-0.0015,0.0,5.005,0.5,499.55,499.79,0.705,0,5.005,NORMAL
WF-079,02_Etch,2,000_golden_reference.png,WF-079_Stage2_02_Etch.png,3.195,7.253,0.0158,7.725,9.38,0.0143,-1.16,12.152,0.395,499.23,499.06,0.785,1,12.152,NORMAL
WF-079,03_CMP,3,000_golden_reference.png,WF-079_Stage3_03_CMP.png,8.816,4.733,-0.0071,16.541,14.113,0.0072,-1.179,21.744,0.409,498.35,498.59,0.918,0,21.744,NORMAL
WF-079,04_Metal1,4,000_golden_reference.png,WF-079_Stage4_04_Metal1.png,-5.681,-5.886,-0.0159,10.86,8.227,-0.0087,-0.34,13.624,0.5,498.91,499.18,1.136,1,13.624,NORMAL
WF-080,01_Lithography,1,000_golden_reference.png,WF-080_Stage1_01_Lithography.png,6.715,2.082,-0.0131,6.715,2.082,-0.0131,0.0,7.03,0.5,499.33,499.79,0.783,0,7.03,NORMAL
WF-080,02_Etch,2,000_golden_reference.png,WF-080_Stage2_02_Etch.png,-3.55,0.88,-0.0024,3.165,2.962,-0.0155,-1.218,4.335,0.406,499.68,499.7,0.675,0,4.335,NORMAL
WF-080,03_CMP,3,000_golden_reference.png,WF-080_Stage3_03_CMP.png,-5.508,-0.289,-0.0087,-2.342,2.673,-0.0242,-1.291,3.554,0.399,500.23,499.73,0.742,0,3.554,NORMAL
WF-080,04_Metal1,4,000_golden_reference.png,WF-080_Stage4_04_Metal1.png,-1.556,3.762,0.0116,-3.898,6.435,-0.0126,-0.603,7.523,0.5,500.39,499.36,0.707,0,7.523,NORMAL
WF-081,01_Lithography,1,000_golden_reference.png,WF-081_Stage1_01_Lithography.png,-6.921,5.211,-0.0086,-6.921,5.211,-0.0086,0.0,8.663,0.5,500.69,499.48,0.483,0,8.663,NORMAL
WF-081,02_Etch,2,000_golden_reference.png,WF-081_Stage2_02_Etch.png,35.37,26.444,0.0844,28.449,31.655,0.0757,-1.499,42.56,0.398,497.16,496.83,0.467,0,42.56,WATCH
WF-081,03_CMP,3,000_golden_reference.png,WF-081_Stage3_03_CMP.png,26.001,24.82,0.0385,54.449,56.476,0.1142,-1.619,78.449,0.411,494.56,494.35,0.926,0,78.449,CRITICAL_DRIFT
WF-081,04_Metal1,4,000_golden_reference.png,WF-081_Stage4_04_Metal1.png,41.225,27.367,0.0535,95.674,83.842,0.1677,-0.962,127.213,0.5,490.43,491.62,1.496,2,127.213,CRITICAL_DRIFT
WF-082,01_Lithography,1,000_golden_reference.png,WF-082_Stage1_01_Lithography.png,-2.189,-0.22,0.0117,-2.189,-0.22,0.0117,0.0,2.2,0.5,500.22,500.02,0.61,0,2.2,NORMAL
WF-082,02_Etch,2,000_golden_reference.png,WF-082_Stage2_02_Etch.png,8.89,5.062,0.0132,6.701,4.842,0.0248,-1.391,8.267,0.409,499.33,499.52,0.671,0,8.267,NORMAL
WF-082,03_CMP,3,000_golden_reference.png,WF-082_Stage3_03_CMP.png,6.079,2.475,0.0058,12.78,7.317,0.0307,-1.452,14.727,0.407,498.72,499.27,1.116,0,14.727,NORMAL
WF-082,04_Metal1,4,000_golden_reference.png,WF-082_Stage4_04_Metal1.png,-1.04,-0.473,-0.0128,11.74,6.844,0.0179,-1.024,13.59,0.5,498.83,499.32,1.154,0,13.59,NORMAL
WF-083,01_Lithography,1,000_golden_reference.png,WF-083_Stage1_01_Lithography.png,1.698,-2.922,-0.0145,1.698,-2.922,-0.0145,0.0,3.38,0.5,499.83,500.29,0.258,0,3.38,NORMAL
WF-083,02_Etch,2,000_golden_reference.png,WF-083_Stage2_02_Etch.png,-7.302,8.2,-0.016,-5.604,5.277,-0.0305,-1.417,7.698,0.408,500.56,499.47,0.863,0,7.698,NORMAL
WF-083,03_CMP,3,000_golden_reference.png,WF-083_Stage3_03_CMP.png,9.373,8.906,-0.0185,3.768,14.184,-0.0489,-1.547,14.676,0.406,499.62,498.58,0.89,2,14.676,NORMAL
WF-083,04_Metal1,4,000_golden_reference.png,WF-083_Stage4_04_Metal1.png,7.859,-4.641,-0.0049,11.627,9.543,-0.0539,-1.15,15.042,0.5,498.84,499.05,1.456,1,15.042,NORMAL
WF-084,01_Lithography,1,000_golden_reference.png,WF-084_Stage1_01_Lithography.png,7.964,7.563,-0.0134,7.964,7.563,-0.0134,0.0,10.983,0.5,499.2,499.24,0.31,0,10.983,NORMAL
WF-084,02_Etch,2,000_golden_reference.png,WF-084_Stage2_02_Etch.png,0.629,0.395,0.0071,8.593,7.958,-0.0063,-0.99,11.712,0.395,499.14,499.2,0.651,0,11.712,NORMAL
WF-084,03_CMP,3,000_golden_reference.png,WF-084_Stage3_03_CMP.png,0.772,-1.871,0.0099,9.365,6.087,0.0036,-1.031,11.17,0.397,499.06,499.39,0.895,0,11.17,NORMAL
WF-084,04_Metal1,4,000_golden_reference.png,WF-084_Stage4_04_Metal1.png,2.748,-1.43,0.0123,12.114,4.657,0.016,-0.449,12.978,0.5,498.79,499.53,1.283,0,12.978,NORMAL
WF-085,01_Lithography,1,000_golden_reference.png,WF-085_Stage1_01_Lithography.png,-0.907,10.048,0.0194,-0.907,10.048,0.0194,0.0,10.089,0.5,500.09,499.0,0.198,0,10.089,NORMAL
WF-085,02_Etch,2,000_golden_reference.png,WF-085_Stage2_02_Etch.png,1.157,-1.928,-0.0047,0.249,8.12,0.0147,-1.222,8.124,0.41,499.98,499.19,0.83,0,8.124,NORMAL
WF-085,03_CMP,3,000_golden_reference.png,WF-085_Stage3_03_CMP.png,12.258,7.704,0.0121,12.507,15.824,0.0267,-1.511,20.17,0.405,498.75,498.42,0.971,2,20.17,NORMAL
WF-085,04_Metal1,4,000_golden_reference.png,WF-085_Stage4_04_Metal1.png,-3.5,4.541,0.015,9.007,20.365,0.0417,-0.879,22.269,0.5,499.1,497.96,0.707,0,22.269,NORMAL
WF-086,01_Lithography,1,000_golden_reference.png,WF-086_Stage1_01_Lithography.png,9.61,8.321,-0.0086,9.61,8.321,-0.0086,0.0,12.712,0.5,499.04,499.17,0.86,0,12.712,NORMAL
WF-086,02_Etch,2,000_golden_reference.png,WF-086_Stage2_02_Etch.png,36.315,18.001,0.0843,45.924,26.322,0.0757,-0.918,52.933,0.413,495.41,497.37,1.039,0,52.933,WATCH
WF-086,03_CMP,3,000_golden_reference.png,WF-086_Stage3_03_CMP.png,28.499,32.821,0.0433,74.424,59.143,0.119,-0.957,95.062,0.406,492.56,494.09,0.972,0,95.062,CRITICAL_DRIFT
WF-086,04_Metal1,4,000_golden_reference.png,WF-086_Stage4_04_Metal1.png,26.39,12.587,0.0332,100.814,71.73,0.1522,-0.356,123.728,0.5,489.92,492.83,0.966,2,123.728,CRITICAL_DRIFT
WF-087,01_Lithography,1,000_golden_reference.png,WF-087_Stage1_01_Lithography.png,12.88,-0.252,-0.0189,12.88,-0.252,-0.0189,0.0,12.882,0.5,498.71,500.03,0.697,0,12.882,NORMAL
WF-087,02_Etch,2,000_golden_reference.png,WF-087_Stage2_02_Etch.png,11.478,8.105,0.006,24.358,7.854,-0.0129,-1.433,25.593,0.405,497.56,499.21,0.914,0,25.593,NORMAL
WF-087,03_CMP,3,000_golden_reference.png,WF-087_Stage3_03_CMP.png,-5.973,-1.836,0.0132,18.385,6.017,0.0003,-1.276,19.345,0.399,498.16,499.4,0.495,0,19.345,NORMAL
WF-087,04_Metal1,4,000_golden_reference.png,WF-087_Stage4_04_Metal1.png,-5.947,5.7,-0.0021,12.438,11.717,-0.0017,-0.973,17.088,0.5,498.76,498.83,0.638,0,17.088,NORMAL
WF-088,01_Lithography,1,000_golden_reference.png,WF-088_Stage1_01_Lithography.png,-3.37,8.029,0.002,-3.37,8.029,0.002,0.0,8.708,0.5,500.34,499.2,0.487,0,8.708,NORMAL
WF-088,02_Etch,2,000_golden_reference.png,WF-088_Stage2_02_Etch.png,35.454,23.611,0.0367,32.084,31.64,0.0386,-1.03,45.061,0.405,496.79,496.84,0.868,0,45.061,WATCH
WF-088,03_CMP,3,000_golden_reference.png,WF-088_Stage3_03_CMP.png,25.228,13.05,0.0552,57.312,44.691,0.0938,-0.795,72.677,0.41,494.27,495.53,0.984,0,72.677,CRITICAL_DRIFT
WF-088,04_Metal1,4,000_golden_reference.png,WF-088_Stage4_04_Metal1.png,28.971,14.439,0.0843,86.282,59.13,0.1781,-0.137,104.599,0.5,491.37,494.09,1.354,0,104.599,CRITICAL_DRIFT
WF-089,01_Lithography,1,000_golden_reference.png,WF-089_Stage1_01_Lithography.png,2.338,-2.645,-0.0143,2.338,-2.645,-0.0143,0.0,3.53,0.5,499.77,500.26,0.395,0,3.53,NORMAL
WF-089,02_Etch,2,000_golden_reference.png,WF-089_Stage2_02_Etch.png,28.302,25.526,0.0444,30.64,22.881,0.0302,-1.133,38.241,0.414,496.94,497.71,0.262,0,38.241,NORMAL
WF-089,03_CMP,3,000_golden_reference.png,WF-089_Stage3_03_CMP.png,33.945,13.884,0.0885,64.585,36.764,0.1187,-1.479,74.316,0.41,493.54,496.32,0.93,0,74.316,CRITICAL_DRIFT
WF-089,04_Metal1,4,000_golden_reference.png,WF-089_Stage4_04_Metal1.png,30.625,23.161,0.0893,95.21,59.925,0.208,-0.847,112.499,0.5,490.48,494.01,0.905,0,112.499,CRITICAL_DRIFT
WF-090,01_Lithography,1,000_golden_reference.png,WF-090_Stage1_01_Lithography.png,1.343,4.442,0.0192,1.343,4.442,0.0192,0.0,4.641,0.5,499.87,499.56,0.136,0,4.641,NORMAL
WF-090,02_Etch,2,000_golden_reference.png,WF-090_Stage2_02_Etch.png,-3.42,-6.708,0.0115,-2.077,-2.266,0.0308,-1.076,3.073,0.395,500.21,500.23,0.525,0,3.073,NORMAL
WF-090,03_CMP,3,000_golden_reference.png,WF-090_Stage3_03_CMP.png,7.125,4.309,0.0109,5.048,2.043,0.0416,-0.888,5.446,0.41,499.5,499.8,0.911,0,5.446,NORMAL
WF-090,04_Metal1,4,000_golden_reference.png,WF-090_Stage4_04_Metal1.png,-1.685,-6.202,0.0018,3.363,-4.159,0.0435,-0.1,5.349,0.5,499.66,500.42,1.354,0,5.349,NORMAL
WF-091,01_Lithography,1,000_golden_reference.png,WF-091_Stage1_01_Lithography.png,8.141,1.363,0.0078,8.141,1.363,0.0078,0.0,8.254,0.5,499.19,499.86,0.719,0,8.254,NORMAL
WF-091,02_Etch,2,000_golden_reference.png,WF-091_Stage2_02_Etch.png,33.162,29.853,0.0338,41.303,31.216,0.0416,-1.421,51.772,0.424,495.87,496.88,0.842,0,51.772,WATCH
WF-091,03_CMP,3,000_golden_reference.png,WF-091_Stage3_03_CMP.png,28.984,18.456,0.0326,70.287,49.672,0.0742,-1.661,86.067,0.424,492.97,495.03,0.778,1,86.067,CRITICAL_DRIFT
WF-091,04_Metal1,4,000_golden_reference.png,WF-091_Stage4_04_Metal1.png,19.006,32.534,0.0609,89.293,82.206,0.1352,-0.768,121.372,0.5,491.07,491.78,0.644,2,121.372,CRITICAL_DRIFT
WF-092,01_Lithography,1,000_golden_reference.png,WF-092_Stage1_01_Lithography.png,-3.427,6.559,-0.0124,-3.427,6.559,-0.0124,0.0,7.401,0.5,500.34,499.34,0.274,0,7.401,NORMAL
WF-092,02_Etch,2,000_golden_reference.png,WF-092_Stage2_02_Etch.png,-1.147,7.055,0.0146,-4.574,13.614,0.0023,-1.066,14.362,0.407,500.46,498.64,0.201,0,14.362,NORMAL
WF-092,03_CMP,3,000_golden_reference.png,WF-092_Stage3_03_CMP.png,-6.262,-0.376,0.0156,-10.835,13.239,0.0179,-0.871,17.107,0.399,501.08,498.68,0.666,0,17.107,NORMAL
WF-092,04_Metal1,4,000_golden_reference.png,WF-092_Stage4_04_Metal1.png,10.682,-0.04,0.0189,-0.153,13.198,0.0368,-0.273,13.199,0.5,500.02,498.68,1.06,0,13.199,NORMAL
WF-093,01_Lithography,1,000_golden_reference.png,WF-093_Stage1_01_Lithography.png,11.335,2.347,0.012,11.335,2.347,0.012,0.0,11.575,0.5,498.87,499.77,0.296,0,11.575,NORMAL
WF-093,02_Etch,2,000_golden_reference.png,WF-093_Stage2_02_Etch.png,6.996,-5.579,0.0041,18.331,-3.232,0.0161,-1.458,18.613,0.401,498.17,500.32,0.606,0,18.613,NORMAL
WF-093,03_CMP,3,000_golden_reference.png,WF-093_Stage3_03_CMP.png,3.0,-1.218,-0.0168,21.331,-4.451,-0.0007,-1.329,21.79,0.414,497.87,500.45,0.751,1,21.79,NORMAL
WF-093,04_Metal1,4,000_golden_reference.png,WF-093_Stage4_04_Metal1.png,-2.257,3.847,-0.003,19.074,-0.603,-0.0036,-0.615,19.084,0.5,498.09,500.06,1.317,0,19.084,NORMAL
WF-094,01_Lithography,1,000_golden_reference.png,WF-094_Stage1_01_Lithography.png,-8.068,8.661,-0.0059,-8.068,8.661,-0.0059,0.0,11.837,0.5,500.81,499.13,0.232,2,11.837,NORMAL
WF-094,02_Etch,2,000_golden_reference.png,WF-094_Stage2_02_Etch.png,12.959,-2.058,0.0192,4.891,6.603,0.0133,-1.558,8.217,0.41,499.51,499.34,0.672,0,8.217,NORMAL
WF-094,03_CMP,3,000_golden_reference.png,WF-094_Stage3_03_CMP.png,-7.349,4.475,-0.0055,-2.458,11.078,0.0078,-1.317,11.347,0.407,500.25,498.89,0.876,0,11.347,NORMAL
WF-094,04_Metal1,4,000_golden_reference.png,WF-094_Stage4_04_Metal1.png,5.947,10.15,-0.0143,3.489,21.228,-0.0065,-0.653,21.513,0.5,499.65,497.88,0.998,0,21.513,NORMAL
WF-095,01_Lithography,1,000_golden_reference.png,WF-095_Stage1_01_Lithography.png,-8.234,-5.79,0.0111,-8.234,-5.79,0.0111,0.0,10.066,0.5,500.82,500.58,0.202,0,10.066,NORMAL
WF-095,02_Etch,2,000_golden_reference.png,WF-095_Stage2_02_Etch.png,-0.941,-0.109,0.0027,-9.175,-5.898,0.0138,-1.284,10.908,0.412,500.92,500.59,1.059,2,10.908,NORMAL
WF-095,03_CMP,3,000_golden_reference.png,WF-095_Stage3_03_CMP.png,5.939,10.079,-0.0051,-3.236,4.18,0.0087,-1.074,5.286,0.411,500.32,499.58,1.217,0,5.286,NORMAL
WF-095,04_Metal1,4,000_golden_reference.png,WF-095_Stage4_04_Metal1.png,3.626,2.53,-0.0041,0.39,6.711,0.0046,-0.384,6.722,0.5,499.96,499.33,1.254,1,6.722,NORMAL
WF-096,01_Lithography,1,000_golden_reference.png,WF-096_Stage1_01_Lithography.png,-6.504,6.242,-0.0,-6.504,6.242,-0.0,0.0,9.015,0.5,500.65,499.38,0.667,0,9.015,NORMAL
WF-096,02_Etch,2,000_golden_reference.png,WF-096_Stage2_02_Etch.png,-0.486,3.11,-0.0095,-6.99,9.352,-0.0096,-1.008,11.676,0.401,500.7,499.06,0.497,0,11.676,NORMAL
